,Close
2024-12-27,0.9593999981880188
2024-12-30,0.9588299989700317
2024-12-31,0.9609699845314026
2025-01-02,0.9660099744796753
2025-01-03,0.9738799929618835
2025-01-06,0.9703699946403503
2025-01-07,0.9628000259399414
2025-01-08,0.9666000008583069
2025-01-09,0.9694899916648865
2025-01-10,0.9710999727249146
2025-01-13,0.976140022277832
2025-01-14,0.9741600155830383
2025-01-15,0.970229983329773
2025-01-16,0.9713199734687805
2025-01-17,0.9706900119781494
2025-01-20,0.9730100035667419
2025-01-21,0.959630012512207
2025-01-22,0.9609900116920471
2025-01-23,0.9606000185012817
2025-01-24,0.9600600004196167
2025-01-27,0.9553300142288208
2025-01-28,0.9573900103569031
2025-01-29,0.9588599801063538
2025-01-30,0.9592099785804749
2025-01-31,0.9617900252342224
2025-02-03,0.975820004940033
2025-02-04,0.9682999849319458
2025-02-05,0.9640600085258484
2025-02-06,0.9614599943161011
2025-02-07,0.9628599882125854
2025-02-10,0.9697800278663635
2025-02-11,0.9707300066947937
2025-02-12,0.9647899866104126
2025-02-13,0.9622799754142761
2025-02-14,0.9558699727058411
2025-02-17,0.9533600211143494
2025-02-18,0.9537100195884705
2025-02-19,0.9570900201797485
2025-02-20,0.9595999717712402
2025-02-21,0.9523299932479858
2025-02-24,0.9546700119972229
2025-02-25,0.9559000134468079
2025-02-26,0.9502000212669373
2025-02-27,0.9534000158309937
2025-02-28,0.9619899988174438
2025-03-03,0.9602599740028381
2025-03-04,0.9537400007247925
2025-03-05,0.9409999847412109
2025-03-06,0.926360011100769
2025-03-07,0.9269599914550781
2025-03-10,0.9207599759101868
2025-03-11,0.9225599765777588
2025-03-12,0.9162399768829346
2025-03-13,0.9185900092124939
2025-03-14,0.921180009841919
2025-03-17,0.9190099835395813
2025-03-18,0.9158200025558472
2025-03-19,0.9141200184822083
2025-03-20,0.9164299964904785
2025-03-21,0.9210900068283081
2025-03-24,0.9228699803352356
2025-03-25,0.9256200194358826
2025-03-26,0.9269999861717224
2025-03-27,0.9309200048446655
2025-03-28,0.9258400201797485
2025-03-31,0.9238799810409546
2025-04-01,0.924310028553009
2025-04-02,0.9262700080871582
2025-04-03,0.916700005531311
2025-04-04,0.905489981174469
2025-04-07,0.9103699922561646
2025-04-08,0.9161400198936462
2025-04-09,0.9107099771499634
2025-04-10,0.913070023059845
2025-04-11,0.8882700204849243
2025-04-14,0.8815900087356567
2025-04-15,0.8818600177764893
2025-04-16,0.8855299949645996
2025-04-17,0.8774399757385254
2025-04-22,0.8686000108718872
2025-04-23,0.8809599876403809
2025-04-24,0.8828200101852417
2025-04-25,0.879360020160675
2025-04-28,0.8815900087356567
2025-04-29,0.8764899969100952
2025-04-30,0.8780199885368347
2025-05-01,0.8830100297927856
2025-05-02,0.8852300047874451
2025-05-05,0.8831400275230408
2025-05-06,0.8839100003242493
2025-05-07,0.8816199898719788
2025-05-08,0.8844699859619141
2025-05-09,0.8909299969673157
2025-05-12,0.890500009059906
2025-05-13,0.9012600183486938
2025-05-14,0.8940100073814392
2025-05-15,0.8942999839782715
2025-05-16,0.8934400081634521
2025-05-19,0.8938500285148621
2025-05-20,0.8902000188827515
2025-05-21,0.8859000205993652
2025-05-22,0.8825200200080872
2025-05-23,0.8863800168037415
2025-05-26,0.879289984703064
2025-05-27,0.8780800104141235
2025-05-28,0.8820599913597107
2025-05-29,0.8901799917221069
2025-05-30,0.8788599967956543
2025-06-02,0.8808000087738037
2025-06-03,0.8730999827384949
2025-06-04,0.8783900141716003
2025-06-05,0.8755000233650208
2025-06-06,0.8730700016021729
2025-06-09,0.8765900135040283
2025-06-10,0.8750399947166443
2025-06-11,0.8743199706077576
2025-06-12,0.8688600063323975
2025-06-13,0.8620499968528748
2025-06-16,0.8652999997138977
2025-06-17,0.8657000064849854
2025-06-18,0.8708800077438354
2025-06-19,0.8712700009346008
2025-06-20,0.8686000108718872
2025-06-23,0.8694999814033508
2025-06-24,0.8621399998664856
2025-06-25,0.8611599802970886
2025-06-26,0.8558899760246277
2025-06-27,0.8552700281143188
2025-06-30,0.8526999950408936
2025-07-01,0.8483800292015076
2025-07-02,0.8470600247383118
2025-07-03,0.8474400043487549
2025-07-04,0.8495100140571594
2025-07-07,0.8488399982452393
2025-07-08,0.8520399928092957
2025-07-09,0.8529099822044373
2025-07-10,0.852429986000061
2025-07-11,0.8544999957084656
2025-07-14,0.8560100197792053
2025-07-15,0.8571699857711792
2025-07-16,0.861519992351532
2025-07-17,0.8594200015068054
2025-07-18,0.8609200119972229
2025-07-21,0.859790027141571
2025-07-22,0.8550999760627747
2025-07-23,0.8518499732017517
2025-07-24,0.8493099808692932
2025-07-25,0.8506199717521667
2025-07-28,0.850570023059845
2025-07-29,0.862309992313385
2025-07-30,0.8657299876213074
2025-07-31,0.8749399781227112
2025-08-01,0.8753700256347656
2025-08-04,0.8630599975585938
2025-08-05,0.8632500171661377
2025-08-06,0.8636199831962585
2025-08-07,0.8574000000953674
2025-08-08,0.856410026550293
2025-08-11,0.858519971370697
2025-08-12,0.8607000112533569
2025-08-13,0.8563799858093262
2025-08-14,0.8537600040435791
2025-08-15,0.858269989490509
2025-08-18,0.8542199730873108
2025-08-19,0.8570200204849243
2025-08-20,0.8589199781417847
2025-08-21,0.858240008354187
2025-08-22,0.8611000180244446
2025-08-25,0.8539999723434448
2025-08-26,0.8607000112533569
2025-08-27,0.8591499924659729
2025-08-28,0.858519971370697
2025-08-29,0.8560500144958496
2025-09-01,0.8553000092506409
2025-09-02,0.8535400032997131
2025-09-03,0.8593999743461609
2025-09-04,0.8575999736785889
2025-09-05,0.8578600287437439
2025-09-08,0.8537399768829346
2025-09-09,0.8496800065040588
2025-09-10,0.8544999957084656
2025-09-11,0.854449987411499
2025-09-12,0.8521699905395508
2025-09-15,0.8527699708938599
2025-09-16,0.8500699996948242
2025-09-17,0.8423600196838379
2025-09-18,0.8455700278282166
2025-09-19,0.8481000065803528
2025-09-22,0.8520100116729736
2025-09-23,0.8473799824714661
2025-09-24,0.8464199900627136
2025-09-25,0.8514500260353088
2025-09-26,0.8574299812316895
2025-09-29,0.8540999889373779
2025-09-30,0.8524100184440613
2025-10-01,0.8520900011062622
2025-10-02,0.8522199988365173
2025-10-03,0.852869987487793
2025-10-06,0.8537899851799011
2025-10-07,0.853950023651123
2025-10-08,0.8580300211906433
2025-10-09,0.8597000241279602
2025-10-10,0.8645700216293335
2025-10-13,0.8618900179862976
2025-10-14,0.8645399808883667
2025-10-15,0.8618999719619751
2025-10-16,0.8586400151252747
2025-10-17,0.8547300100326538
2025-10-20,0.8578199744224548
2025-10-21,0.858780026435852
2025-10-22,0.8620399832725525
2025-10-23,0.8614400029182434
2025-10-24,0.860729992389679
2025-10-27,0.85971999168396
2025-10-28,0.858240008354187
2025-10-29,0.8577899932861328
2025-10-30,0.8618199825286865
2025-10-31,0.8641200065612793
2025-11-03,0.8674499988555908
2025-11-04,0.868120014667511
2025-11-05,0.8706600069999695
2025-11-06,0.8698099851608276
2025-11-07,0.8658599853515625
2025-11-10,0.8662599921226501
2025-11-11,0.8652600049972534
2025-11-12,0.8629999756813049
2025-11-13,0.8626499772071838
2025-11-14,0.8597000241279602
2025-11-17,0.8609300255775452
2025-11-18,0.8627700209617615
2025-11-19,0.8634700179100037
2025-11-20,0.8665000200271606
2025-11-21,0.8669599890708923
2025-11-24,0.8689900040626526
2025-11-25,0.8680499792098999
2025-11-26,0.8646900057792664
2025-11-27,0.8619099855422974
2025-11-28,0.8620799779891968
2025-12-01,0.8619599938392639
2025-12-02,0.8615000247955322
2025-12-03,0.8600000143051147
2025-12-04,0.8571299910545349
2025-12-05,0.8589000105857849
2025-12-08,0.8590899705886841
2025-12-09,0.859000027179718
2025-12-10,0.859969973564148
2025-12-11,0.854610025882721
2025-12-12,0.851830005645752
2025-12-15,0.8519600033760071
2025-12-16,0.8507300019264221
2025-12-17,0.8511000275611877
2025-12-18,0.8516200184822083
2025-12-19,0.8528299927711487
2025-12-22,0.8541100025177002
2025-12-23,0.8499100208282471
2025-12-24,0.8477799892425537
2025-12-26,0.8485100269317627
2025-12-29,0.8494200110435486
2025-12-30,0.8494099974632263
2025-12-31,0.8512600064277649
2026-01-02,0.8510299921035767
2026-01-05,0.8543599843978882
2026-01-06,0.8536099791526794
2026-01-07,0.8555600047111511
2026-01-08,0.8564000129699707
2026-01-09,0.8577899932861328
2026-01-12,0.8603100180625916
2026-01-13,0.8571199774742126
2026-01-14,0.8589199781417847
2026-01-15,0.8586400151252747
2026-01-16,0.8614000082015991
2026-01-19,0.8602200150489807
2026-01-20,0.8591700196266174
2026-01-21,0.8526700139045715
2026-01-22,0.8566799759864807
2026-01-23,0.8507300019264221
2026-01-26,0.843280017375946
2026-01-27,0.8420000076293945
2026-01-28,0.8321099877357483
2026-01-29,0.834879994392395
