,Close
2024-12-27,160.6180877685547
2024-12-30,160.17616271972656
2025-01-02,162.8762664794922
2025-01-06,163.82583618164062
2025-01-07,163.1149139404297
2025-01-08,162.57403564453125
2025-01-09,162.41160583496094
2025-01-10,161.3867645263672
2025-01-13,160.7691650390625
2025-01-14,161.6259765625
2025-01-15,163.24307250976562
2025-01-16,163.26356506347656
2025-01-17,164.85818481445312
2025-01-20,165.25160217285156
2025-01-21,165.49803161621094
2025-01-22,165.2439727783203
2025-01-23,165.26278686523438
2025-01-24,165.429443359375
2025-01-27,165.34347534179688
2025-01-28,166.36428833007812
2025-01-29,166.15240478515625
2025-01-30,168.1492156982422
2025-01-31,169.4317169189453
2025-02-03,168.4759063720703
2025-02-04,169.74290466308594
2025-02-05,169.62660217285156
2025-02-06,171.908447265625
2025-02-07,172.2935028076172
2025-02-10,174.76571655273438
2025-02-11,174.13763427734375
2025-02-12,174.07754516601562
2025-02-13,174.76742553710938
2025-02-14,175.79849243164062
2025-02-17,176.40028381347656
2025-02-18,176.41065979003906
2025-02-19,175.82260131835938
2025-02-20,174.72775268554688
2025-02-21,174.77560424804688
2025-02-24,174.01878356933594
2025-02-25,173.18484497070312
2025-02-26,174.75965881347656
2025-02-27,174.00503540039062
2025-02-28,172.82781982421875
2025-03-03,172.9427490234375
2025-03-04,168.52447509765625
2025-03-05,170.97792053222656
2025-03-06,172.3376007080078
2025-03-07,171.5644073486328
2025-03-10,168.97410583496094
2025-03-11,167.54969787597656
2025-03-12,168.74195861816406
2025-03-13,167.88754272460938
2025-03-14,169.95614624023438
2025-03-17,171.09703063964844
2025-03-18,171.98141479492188
2025-03-19,174.03994750976562
2025-03-20,173.80174255371094
2025-03-21,173.0269775390625
2025-03-24,174.3118133544922
2025-03-25,175.21484375
2025-03-26,175.1065673828125
2025-03-27,174.08197021484375
2025-03-28,172.74644470214844
2025-03-31,169.86328125
2025-04-01,170.99378967285156
2025-04-02,170.64891052246094
2025-04-03,163.86624145507812
2025-04-04,156.2382354736328
2025-04-07,150.95738220214844
2025-04-08,152.6089324951172
2025-04-09,151.8898162841797
2025-04-10,152.8341522216797
2025-04-11,153.26014709472656
2025-04-14,156.4126434326172
2025-04-15,157.8002471923828
2025-04-16,157.50338745117188
2025-04-17,159.02491760253906
2025-04-22,159.39300537109375
2025-04-23,161.620849609375
2025-04-24,162.42666625976562
2025-04-25,163.36349487304688
2025-04-28,163.92300415039062
2025-04-29,164.5010528564453
2025-04-30,164.91818237304688
2025-05-02,167.94631958007812
2025-05-05,168.13528442382812
2025-05-06,168.23223876953125
2025-05-07,168.28570556640625
2025-05-08,169.0982208251953
2025-05-09,170.18109130859375
2025-05-12,173.6168975830078
2025-05-13,174.52406311035156
2025-05-14,174.3595733642578
2025-05-15,174.00868225097656
2025-05-16,175.04495239257812
2025-05-19,174.52003479003906
2025-05-20,175.79443359375
2025-05-21,175.32254028320312
2025-05-22,174.710205078125
2025-05-23,173.9215545654297
2025-05-26,175.093994140625
2025-05-27,175.5711669921875
2025-05-28,176.24566650390625
2025-05-29,176.8312530517578
2025-06-02,176.7033233642578
2025-06-03,177.63543701171875
2025-06-04,178.60804748535156
2025-06-05,178.78248596191406
2025-06-06,179.6285400390625
2025-06-09,180.46026611328125
2025-06-10,181.47471618652344
2025-06-11,182.0436553955078
2025-06-12,181.1137237548828
2025-06-13,179.64706420898438
2025-06-16,180.2896881103516
2025-06-17,179.70248413085938
2025-06-18,179.95565795898438
2025-06-19,178.1107635498047
2025-06-20,178.32400512695312
2025-06-23,177.65292358398438
2025-06-24,179.7823028564453
2025-06-25,179.49197387695312
2025-06-26,180.7689971923828
2025-06-27,181.63543701171875
2025-06-30,181.0424346923828
2025-07-01,181.08888244628903
2025-07-02,183.326416015625
2025-07-03,185.0438995361328
2025-07-04,184.48736572265625
2025-07-07,185.1237945556641
2025-07-08,186.1920166015625
2025-07-09,187.2936553955078
2025-07-10,188.83843994140625
2025-07-11,188.7033843994141
2025-07-14,188.9358367919922
2025-07-15,188.9057159423828
2025-07-16,187.75390625
2025-07-17,188.8890380859375
2025-07-18,189.16661071777344
2025-07-21,189.8675842285156
2025-07-22,190.57460021972656
2025-07-23,192.0117950439453
2025-07-24,191.70489501953125
2025-07-25,191.5854949951172
2025-07-28,192.4425201416016
2025-07-29,193.5098114013672
2025-07-30,192.9532470703125
2025-07-31,192.25241088867188
2025-08-01,188.4682464599609
2025-08-04,189.9227752685547
2025-08-05,192.2123565673828
2025-08-06,193.05938720703125
2025-08-07,194.1971740722656
2025-08-08,195.160385131836
2025-08-11,194.6845245361328
2025-08-12,196.1321563720703
2025-08-13,197.6494140625
2025-08-14,197.6619110107422
2025-08-15,197.7435913085937
2025-08-18,198.94708251953125
2025-08-19,199.48785400390625
2025-08-20,198.75328063964844
2025-08-21,199.2707672119141
2025-08-22,202.2405700683593
2025-08-25,202.35137939453125
2025-08-26,201.01524353027344
2025-08-27,200.21913146972656
2025-08-28,199.7096405029297
2025-08-29,198.8274841308593
2025-09-01,198.80767822265625
2025-09-02,196.3687744140625
2025-09-03,196.30056762695312
2025-09-04,197.127685546875
2025-09-05,196.69256591796875
2025-09-08,196.76226806640625
2025-09-09,196.81866455078125
2025-09-10,197.2823638916016
2025-09-11,199.06646728515625
2025-09-12,198.4609222412109
2025-09-15,198.05093383789065
2025-09-16,197.9416961669922
2025-09-17,199.2152404785156
2025-09-18,199.96600341796875
2025-09-19,198.45167541503903
2025-09-22,197.60690307617188
2025-09-23,198.28494262695312
2025-09-24,198.9529571533203
2025-09-25,198.51150512695312
